,date,state,fips,cases,deaths,1st_day,day
0,2020-01-21,Washington,53,1,0,2020-01-21,0
1,2020-01-22,Washington,53,1,0,2020-01-21,1
2,2020-01-23,Washington,53,1,0,2020-01-21,2
3,2020-01-24,Illinois,17,1,0,2020-01-24,0
4,2020-01-24,Washington,53,1,0,2020-01-21,3
5,2020-01-25,California,6,1,0,2020-01-25,0
6,2020-01-25,Illinois,17,1,0,2020-01-24,1
7,2020-01-25,Washington,53,1,0,2020-01-21,4
8,2020-01-26,Arizona,4,1,0,2020-01-26,0
9,2020-01-26,California,6,2,0,2020-01-25,1
10,2020-01-26,Illinois,17,1,0,2020-01-24,2
11,2020-01-26,Washington,53,1,0,2020-01-21,5
12,2020-01-27,Arizona,4,1,0,2020-01-26,1
13,2020-01-27,California,6,2,0,2020-01-25,2
14,2020-01-27,Illinois,17,1,0,2020-01-24,3
15,2020-01-27,Washington,53,1,0,2020-01-21,6
16,2020-01-28,Arizona,4,1,0,2020-01-26,2
17,2020-01-28,California,6,2,0,2020-01-25,3
18,2020-01-28,Illinois,17,1,0,2020-01-24,4
19,2020-01-28,Washington,53,1,0,2020-01-21,7
20,2020-01-29,Arizona,4,1,0,2020-01-26,3
21,2020-01-29,California,6,2,0,2020-01-25,4
22,2020-01-29,Illinois,17,1,0,2020-01-24,5
23,2020-01-29,Washington,53,1,0,2020-01-21,8
24,2020-01-30,Arizona,4,1,0,2020-01-26,4
25,2020-01-30,California,6,2,0,2020-01-25,5
26,2020-01-30,Illinois,17,2,0,2020-01-24,6
27,2020-01-30,Washington,53,1,0,2020-01-21,9
28,2020-01-31,Arizona,4,1,0,2020-01-26,5
29,2020-01-31,California,6,3,0,2020-01-25,6
30,2020-01-31,Illinois,17,2,0,2020-01-24,7
31,2020-01-31,Washington,53,1,0,2020-01-21,10
32,2020-02-01,Arizona,4,1,0,2020-01-26,6
33,2020-02-01,California,6,3,0,2020-01-25,7
34,2020-02-01,Illinois,17,2,0,2020-01-24,8
35,2020-02-01,Massachusetts,25,1,0,2020-02-01,0
36,2020-02-01,Washington,53,1,0,2020-01-21,11
37,2020-02-02,Arizona,4,1,0,2020-01-26,7
38,2020-02-02,California,6,6,0,2020-01-25,8
39,2020-02-02,Illinois,17,2,0,2020-01-24,9
40,2020-02-02,Massachusetts,25,1,0,2020-02-01,1
41,2020-02-02,Washington,53,1,0,2020-01-21,12
42,2020-02-03,Arizona,4,1,0,2020-01-26,8
43,2020-02-03,California,6,6,0,2020-01-25,9
44,2020-02-03,Illinois,17,2,0,2020-01-24,10
45,2020-02-03,Massachusetts,25,1,0,2020-02-01,2
46,2020-02-03,Washington,53,1,0,2020-01-21,13
47,2020-02-04,Arizona,4,1,0,2020-01-26,9
48,2020-02-04,California,6,6,0,2020-01-25,10
49,2020-02-04,Illinois,17,2,0,2020-01-24,11
50,2020-02-04,Massachusetts,25,1,0,2020-02-01,3
51,2020-02-04,Washington,53,1,0,2020-01-21,14
52,2020-02-05,Arizona,4,1,0,2020-01-26,10
53,2020-02-05,California,6,6,0,2020-01-25,11
54,2020-02-05,Illinois,17,2,0,2020-01-24,12
55,2020-02-05,Massachusetts,25,1,0,2020-02-01,4
56,2020-02-05,Washington,53,1,0,2020-01-21,15
57,2020-02-05,Wisconsin,55,1,0,2020-02-05,0
58,2020-02-06,Arizona,4,1,0,2020-01-26,11
59,2020-02-06,California,6,6,0,2020-01-25,12
60,2020-02-06,Illinois,17,2,0,2020-01-24,13
61,2020-02-06,Massachusetts,25,1,0,2020-02-01,5
62,2020-02-06,Washington,53,1,0,2020-01-21,16
63,2020-02-06,Wisconsin,55,1,0,2020-02-05,1
64,2020-02-07,Arizona,4,1,0,2020-01-26,12
65,2020-02-07,California,6,6,0,2020-01-25,13
66,2020-02-07,Illinois,17,2,0,2020-01-24,14
67,2020-02-07,Massachusetts,25,1,0,2020-02-01,6
68,2020-02-07,Washington,53,1,0,2020-01-21,17
69,2020-02-07,Wisconsin,55,1,0,2020-02-05,2
70,2020-02-08,Arizona,4,1,0,2020-01-26,13
71,2020-02-08,California,6,6,0,2020-01-25,14
72,2020-02-08,Illinois,17,2,0,2020-01-24,15
73,2020-02-08,Massachusetts,25,1,0,2020-02-01,7
74,2020-02-08,Washington,53,1,0,2020-01-21,18
75,2020-02-08,Wisconsin,55,1,0,2020-02-05,3
76,2020-02-09,Arizona,4,1,0,2020-01-26,14
77,2020-02-09,California,6,6,0,2020-01-25,15
78,2020-02-09,Illinois,17,2,0,2020-01-24,16
79,2020-02-09,Massachusetts,25,1,0,2020-02-01,8
80,2020-02-09,Washington,53,1,0,2020-01-21,19
81,2020-02-09,Wisconsin,55,1,0,2020-02-05,4
82,2020-02-10,Arizona,4,1,0,2020-01-26,15
83,2020-02-10,California,6,7,0,2020-01-25,16
84,2020-02-10,Illinois,17,2,0,2020-01-24,17
85,2020-02-10,Massachusetts,25,1,0,2020-02-01,9
86,2020-02-10,Washington,53,1,0,2020-01-21,20
87,2020-02-10,Wisconsin,55,1,0,2020-02-05,5
88,2020-02-11,Arizona,4,1,0,2020-01-26,16
89,2020-02-11,California,6,7,0,2020-01-25,17
90,2020-02-11,Illinois,17,2,0,2020-01-24,18
91,2020-02-11,Massachusetts,25,1,0,2020-02-01,10
92,2020-02-11,Washington,53,1,0,2020-01-21,21
93,2020-02-11,Wisconsin,55,1,0,2020-02-05,6
94,2020-02-12,Arizona,4,1,0,2020-01-26,17
95,2020-02-12,California,6,7,0,2020-01-25,18
96,2020-02-12,Illinois,17,2,0,2020-01-24,19
97,2020-02-12,Massachusetts,25,1,0,2020-02-01,11
98,2020-02-12,Texas,48,1,0,2020-02-12,0
99,2020-02-12,Washington,53,1,0,2020-01-21,22
100,2020-02-12,Wisconsin,55,1,0,2020-02-05,7
101,2020-02-13,Arizona,4,1,0,2020-01-26,18
102,2020-02-13,California,6,7,0,2020-01-25,19
103,2020-02-13,Illinois,17,2,0,2020-01-24,20
104,2020-02-13,Massachusetts,25,1,0,2020-02-01,12
105,2020-02-13,Texas,48,2,0,2020-02-12,1
106,2020-02-13,Washington,53,1,0,2020-01-21,23
107,2020-02-13,Wisconsin,55,1,0,2020-02-05,8
108,2020-02-14,Arizona,4,1,0,2020-01-26,19
109,2020-02-14,California,6,7,0,2020-01-25,20
110,2020-02-14,Illinois,17,2,0,2020-01-24,21
111,2020-02-14,Massachusetts,25,1,0,2020-02-01,13
112,2020-02-14,Texas,48,2,0,2020-02-12,2
113,2020-02-14,Washington,53,1,0,2020-01-21,24
114,2020-02-14,Wisconsin,55,1,0,2020-02-05,9
115,2020-02-15,Arizona,4,1,0,2020-01-26,20
116,2020-02-15,California,6,7,0,2020-01-25,21
117,2020-02-15,Illinois,17,2,0,2020-01-24,22
118,2020-02-15,Massachusetts,25,1,0,2020-02-01,14
119,2020-02-15,Texas,48,2,0,2020-02-12,3
120,2020-02-15,Washington,53,1,0,2020-01-21,25
121,2020-02-15,Wisconsin,55,1,0,2020-02-05,10
122,2020-02-16,Arizona,4,1,0,2020-01-26,21
123,2020-02-16,California,6,7,0,2020-01-25,22
124,2020-02-16,Illinois,17,2,0,2020-01-24,23
125,2020-02-16,Massachusetts,25,1,0,2020-02-01,15
126,2020-02-16,Texas,48,2,0,2020-02-12,4
127,2020-02-16,Washington,53,1,0,2020-01-21,26
128,2020-02-16,Wisconsin,55,1,0,2020-02-05,11
129,2020-02-17,Arizona,4,1,0,2020-01-26,22
130,2020-02-17,California,6,7,0,2020-01-25,23
131,2020-02-17,Illinois,17,2,0,2020-01-24,24
132,2020-02-17,Massachusetts,25,1,0,2020-02-01,16
133,2020-02-17,Nebraska,31,10,0,2020-02-17,0
134,2020-02-17,Texas,48,2,0,2020-02-12,5
135,2020-02-17,Washington,53,1,0,2020-01-21,27
136,2020-02-17,Wisconsin,55,1,0,2020-02-05,12
137,2020-02-18,Arizona,4,1,0,2020-01-26,23
138,2020-02-18,California,6,7,0,2020-01-25,24
139,2020-02-18,Illinois,17,2,0,2020-01-24,25
140,2020-02-18,Massachusetts,25,1,0,2020-02-01,17
141,2020-02-18,Nebraska,31,10,0,2020-02-17,1
142,2020-02-18,Texas,48,2,0,2020-02-12,6
143,2020-02-18,Washington,53,1,0,2020-01-21,28
144,2020-02-18,Wisconsin,55,1,0,2020-02-05,13
145,2020-02-19,Arizona,4,1,0,2020-01-26,24
146,2020-02-19,California,6,7,0,2020-01-25,25
147,2020-02-19,Illinois,17,2,0,2020-01-24,26
148,2020-02-19,Massachusetts,25,1,0,2020-02-01,18
149,2020-02-19,Nebraska,31,10,0,2020-02-17,2
150,2020-02-19,Texas,48,2,0,2020-02-12,7
151,2020-02-19,Washington,53,1,0,2020-01-21,29
152,2020-02-19,Wisconsin,55,1,0,2020-02-05,14
153,2020-02-20,Arizona,4,1,0,2020-01-26,25
154,2020-02-20,California,6,8,0,2020-01-25,26
155,2020-02-20,Illinois,17,2,0,2020-01-24,27
156,2020-02-20,Massachusetts,25,1,0,2020-02-01,19
157,2020-02-20,Nebraska,31,11,0,2020-02-17,3
158,2020-02-20,Texas,48,2,0,2020-02-12,8
159,2020-02-20,Washington,53,1,0,2020-01-21,30
160,2020-02-20,Wisconsin,55,1,0,2020-02-05,15
161,2020-02-21,Arizona,4,1,0,2020-01-26,26
162,2020-02-21,California,6,9,0,2020-01-25,27
163,2020-02-21,Illinois,17,2,0,2020-01-24,28
164,2020-02-21,Massachusetts,25,1,0,2020-02-01,20
165,2020-02-21,Nebraska,31,11,0,2020-02-17,4
166,2020-02-21,Texas,48,4,0,2020-02-12,9
167,2020-02-21,Washington,53,1,0,2020-01-21,31
168,2020-02-21,Wisconsin,55,1,0,2020-02-05,16
169,2020-02-22,Arizona,4,1,0,2020-01-26,27
170,2020-02-22,California,6,9,0,2020-01-25,28
171,2020-02-22,Illinois,17,2,0,2020-01-24,29
172,2020-02-22,Massachusetts,25,1,0,2020-02-01,21
173,2020-02-22,Nebraska,31,11,0,2020-02-17,5
174,2020-02-22,Texas,48,4,0,2020-02-12,10
175,2020-02-22,Washington,53,1,0,2020-01-21,32
176,2020-02-22,Wisconsin,55,1,0,2020-02-05,17
177,2020-02-23,Arizona,4,1,0,2020-01-26,28
178,2020-02-23,California,6,9,0,2020-01-25,29
179,2020-02-23,Illinois,17,2,0,2020-01-24,30
180,2020-02-23,Massachusetts,25,1,0,2020-02-01,22
181,2020-02-23,Nebraska,31,11,0,2020-02-17,6
182,2020-02-23,Texas,48,4,0,2020-02-12,11
183,2020-02-23,Washington,53,1,0,2020-01-21,33
184,2020-02-23,Wisconsin,55,1,0,2020-02-05,18
185,2020-02-24,Arizona,4,1,0,2020-01-26,29
186,2020-02-24,California,6,11,0,2020-01-25,30
187,2020-02-24,Illinois,17,2,0,2020-01-24,31
188,2020-02-24,Massachusetts,25,1,0,2020-02-01,23
189,2020-02-24,Nebraska,31,12,0,2020-02-17,7
190,2020-02-24,Texas,48,10,0,2020-02-12,12
191,2020-02-24,Washington,53,5,0,2020-01-21,34
192,2020-02-24,Wisconsin,55,1,0,2020-02-05,19
193,2020-02-25,Arizona,4,1,0,2020-01-26,30
194,2020-02-25,California,6,11,0,2020-01-25,31
195,2020-02-25,Illinois,17,2,0,2020-01-24,32
196,2020-02-25,Massachusetts,25,1,0,2020-02-01,24
197,2020-02-25,Nebraska,31,13,0,2020-02-17,8
198,2020-02-25,Texas,48,10,0,2020-02-12,13
199,2020-02-25,Utah,49,1,0,2020-02-25,0
200,2020-02-25,Washington,53,5,0,2020-01-21,35
201,2020-02-25,Wisconsin,55,1,0,2020-02-05,20
202,2020-02-26,Arizona,4,1,0,2020-01-26,31
203,2020-02-26,California,6,26,0,2020-01-25,32
204,2020-02-26,Illinois,17,2,0,2020-01-24,33
205,2020-02-26,Massachusetts,25,1,0,2020-02-01,25
206,2020-02-26,Nebraska,31,13,0,2020-02-17,9
207,2020-02-26,Texas,48,10,0,2020-02-12,14
208,2020-02-26,Utah,49,1,0,2020-02-25,1
209,2020-02-26,Washington,53,5,0,2020-01-21,36
210,2020-02-26,Wisconsin,55,1,0,2020-02-05,21
211,2020-02-27,Arizona,4,1,0,2020-01-26,32
212,2020-02-27,California,6,26,0,2020-01-25,33
213,2020-02-27,Illinois,17,2,0,2020-01-24,34
214,2020-02-27,Massachusetts,25,1,0,2020-02-01,26
215,2020-02-27,Nebraska,31,13,0,2020-02-17,10
216,2020-02-27,Texas,48,10,0,2020-02-12,15
217,2020-02-27,Utah,49,1,0,2020-02-25,2
218,2020-02-27,Washington,53,5,0,2020-01-21,37
219,2020-02-27,Wisconsin,55,1,0,2020-02-05,22
220,2020-02-28,Arizona,4,1,0,2020-01-26,33
221,2020-02-28,California,6,27,0,2020-01-25,34
222,2020-02-28,Illinois,17,2,0,2020-01-24,35
223,2020-02-28,Massachusetts,25,1,0,2020-02-01,27
224,2020-02-28,Nebraska,31,13,0,2020-02-17,11
225,2020-02-28,Oregon,41,1,0,2020-02-28,0
226,2020-02-28,Texas,48,11,0,2020-02-12,16
227,2020-02-28,Utah,49,1,0,2020-02-25,3
228,2020-02-28,Washington,53,7,0,2020-01-21,38
229,2020-02-28,Wisconsin,55,1,0,2020-02-05,23
230,2020-02-29,Arizona,4,1,0,2020-01-26,34
231,2020-02-29,California,6,28,0,2020-01-25,35
232,2020-02-29,Illinois,17,3,0,2020-01-24,36
233,2020-02-29,Massachusetts,25,1,0,2020-02-01,28
234,2020-02-29,Nebraska,31,13,0,2020-02-17,12
235,2020-02-29,Oregon,41,1,0,2020-02-28,1
236,2020-02-29,Texas,48,11,0,2020-02-12,17
237,2020-02-29,Utah,49,1,0,2020-02-25,4
238,2020-02-29,Washington,53,10,1,2020-01-21,39
239,2020-02-29,Wisconsin,55,1,0,2020-02-05,24
240,2020-03-01,Arizona,4,1,0,2020-01-26,35
241,2020-03-01,California,6,33,0,2020-01-25,36
242,2020-03-01,Florida,12,2,0,2020-03-01,0
243,2020-03-01,Illinois,17,3,0,2020-01-24,37
244,2020-03-01,Massachusetts,25,1,0,2020-02-01,29
245,2020-03-01,Nebraska,31,13,0,2020-02-17,13
246,2020-03-01,New York,36,1,0,2020-03-01,0
247,2020-03-01,Oregon,41,2,0,2020-02-28,2
248,2020-03-01,Rhode Island,44,2,0,2020-03-01,0
249,2020-03-01,Texas,48,11,0,2020-02-12,18
250,2020-03-01,Utah,49,1,0,2020-02-25,5
251,2020-03-01,Washington,53,17,3,2020-01-21,40
252,2020-03-01,Wisconsin,55,1,0,2020-02-05,25
253,2020-03-02,Arizona,4,1,0,2020-01-26,36
254,2020-03-02,California,6,38,0,2020-01-25,37
255,2020-03-02,Florida,12,2,0,2020-03-01,1
256,2020-03-02,Georgia,13,2,0,2020-03-02,0
257,2020-03-02,Illinois,17,4,0,2020-01-24,38
258,2020-03-02,Massachusetts,25,2,0,2020-02-01,30
259,2020-03-02,Nebraska,31,13,0,2020-02-17,14
260,2020-03-02,New Hampshire,33,1,0,2020-03-02,0
261,2020-03-02,New York,36,1,0,2020-03-01,1
262,2020-03-02,Oregon,41,2,0,2020-02-28,3
263,2020-03-02,Rhode Island,44,2,0,2020-03-01,1
264,2020-03-02,Texas,48,11,0,2020-02-12,19
265,2020-03-02,Utah,49,1,0,2020-02-25,6
266,2020-03-02,Washington,53,23,6,2020-01-21,41
267,2020-03-02,Wisconsin,55,1,0,2020-02-05,26
268,2020-03-03,Arizona,4,2,0,2020-01-26,37
269,2020-03-03,California,6,45,0,2020-01-25,38
270,2020-03-03,Florida,12,3,0,2020-03-01,2
271,2020-03-03,Georgia,13,2,0,2020-03-02,1
272,2020-03-03,Illinois,17,4,0,2020-01-24,39
273,2020-03-03,Massachusetts,25,2,0,2020-02-01,31
274,2020-03-03,Nebraska,31,13,0,2020-02-17,15
275,2020-03-03,New Hampshire,33,2,0,2020-03-02,1
276,2020-03-03,New York,36,2,0,2020-03-01,2
277,2020-03-03,North Carolina,37,1,0,2020-03-03,0
278,2020-03-03,Oregon,41,2,0,2020-02-28,4
279,2020-03-03,Rhode Island,44,2,0,2020-03-01,2
280,2020-03-03,Texas,48,11,0,2020-02-12,20
281,2020-03-03,Utah,49,1,0,2020-02-25,7
282,2020-03-03,Washington,53,32,10,2020-01-21,42
283,2020-03-03,Wisconsin,55,1,0,2020-02-05,27
284,2020-03-04,Arizona,4,2,0,2020-01-26,38
285,2020-03-04,California,6,55,1,2020-01-25,39
286,2020-03-04,Florida,12,3,0,2020-03-01,3
287,2020-03-04,Georgia,13,2,0,2020-03-02,2
288,2020-03-04,Illinois,17,4,0,2020-01-24,40
289,2020-03-04,Massachusetts,25,2,0,2020-02-01,32
290,2020-03-04,Nebraska,31,13,0,2020-02-17,16
291,2020-03-04,New Hampshire,33,2,0,2020-03-02,2
292,2020-03-04,New Jersey,34,1,0,2020-03-04,0
293,2020-03-04,New York,36,11,0,2020-03-01,3
294,2020-03-04,North Carolina,37,1,0,2020-03-03,1
295,2020-03-04,Oregon,41,2,0,2020-02-28,5
296,2020-03-04,Rhode Island,44,2,0,2020-03-01,3
297,2020-03-04,Texas,48,12,0,2020-02-12,21
298,2020-03-04,Utah,49,1,0,2020-02-25,8
299,2020-03-04,Washington,53,47,11,2020-01-21,43
300,2020-03-04,Wisconsin,55,1,0,2020-02-05,28
301,2020-03-05,Arizona,4,2,0,2020-01-26,39
302,2020-03-05,California,6,67,1,2020-01-25,40
303,2020-03-05,Colorado,8,2,0,2020-03-05,0
304,2020-03-05,Florida,12,4,0,2020-03-01,4
305,2020-03-05,Georgia,13,2,0,2020-03-02,3
306,2020-03-05,Illinois,17,5,0,2020-01-24,41
307,2020-03-05,Maryland,24,3,0,2020-03-05,0
308,2020-03-05,Massachusetts,25,3,0,2020-02-01,33
309,2020-03-05,Nebraska,31,13,0,2020-02-17,17
310,2020-03-05,Nevada,32,2,0,2020-03-05,0
311,2020-03-05,New Hampshire,33,2,0,2020-03-02,3
312,2020-03-05,New Jersey,34,2,0,2020-03-04,1
313,2020-03-05,New York,36,22,0,2020-03-01,4
314,2020-03-05,North Carolina,37,1,0,2020-03-03,2
315,2020-03-05,Oregon,41,2,0,2020-02-28,6
316,2020-03-05,Rhode Island,44,2,0,2020-03-01,4
317,2020-03-05,Tennessee,47,1,0,2020-03-05,0
318,2020-03-05,Texas,48,16,0,2020-02-12,22
319,2020-03-05,Utah,49,1,0,2020-02-25,9
320,2020-03-05,Washington,53,75,11,2020-01-21,44
321,2020-03-05,Wisconsin,55,1,0,2020-02-05,29
322,2020-03-06,Arizona,4,3,0,2020-01-26,40
323,2020-03-06,California,6,81,1,2020-01-25,41
324,2020-03-06,Colorado,8,8,0,2020-03-05,1
325,2020-03-06,Florida,12,7,2,2020-03-01,5
326,2020-03-06,Georgia,13,3,0,2020-03-02,4
327,2020-03-06,Hawaii,15,1,0,2020-03-06,0
328,2020-03-06,Illinois,17,6,0,2020-01-24,42
329,2020-03-06,Indiana,18,1,0,2020-03-06,0
330,2020-03-06,Kentucky,21,1,0,2020-03-06,0
331,2020-03-06,Maryland,24,3,0,2020-03-05,1
332,2020-03-06,Massachusetts,25,8,0,2020-02-01,34
333,2020-03-06,Minnesota,27,1,0,2020-03-06,0
334,2020-03-06,Nebraska,31,14,0,2020-02-17,18
335,2020-03-06,Nevada,32,2,0,2020-03-05,1
336,2020-03-06,New Hampshire,33,2,0,2020-03-02,4
337,2020-03-06,New Jersey,34,4,0,2020-03-04,2
338,2020-03-06,New York,36,44,0,2020-03-01,5
339,2020-03-06,North Carolina,37,2,0,2020-03-03,3
340,2020-03-06,Oklahoma,40,1,0,2020-03-06,0
341,2020-03-06,Oregon,41,2,0,2020-02-28,7
342,2020-03-06,Pennsylvania,42,2,0,2020-03-06,0
343,2020-03-06,Rhode Island,44,3,0,2020-03-01,5
344,2020-03-06,South Carolina,45,2,0,2020-03-06,0
345,2020-03-06,Tennessee,47,1,0,2020-03-05,1
346,2020-03-06,Texas,48,19,0,2020-02-12,23
347,2020-03-06,Utah,49,3,0,2020-02-25,10
348,2020-03-06,Washington,53,86,12,2020-01-21,45
349,2020-03-06,Wisconsin,55,1,0,2020-02-05,30
350,2020-03-07,Arizona,4,5,0,2020-01-26,41
351,2020-03-07,California,6,100,1,2020-01-25,42
352,2020-03-07,Colorado,8,8,0,2020-03-05,2
353,2020-03-07,District of Columbia,11,1,0,2020-03-07,0
354,2020-03-07,Florida,12,12,2,2020-03-01,6
355,2020-03-07,Georgia,13,7,0,2020-03-02,5
356,2020-03-07,Hawaii,15,1,0,2020-03-06,1
357,2020-03-07,Illinois,17,6,0,2020-01-24,43
358,2020-03-07,Indiana,18,1,0,2020-03-06,1
359,2020-03-07,Kansas,20,1,0,2020-03-07,0
360,2020-03-07,Kentucky,21,1,0,2020-03-06,1
361,2020-03-07,Maryland,24,3,0,2020-03-05,2
362,2020-03-07,Massachusetts,25,13,0,2020-02-01,35
363,2020-03-07,Minnesota,27,1,0,2020-03-06,1
364,2020-03-07,Missouri,29,1,0,2020-03-07,0
365,2020-03-07,Nebraska,31,14,0,2020-02-17,19
366,2020-03-07,Nevada,32,2,0,2020-03-05,2
367,2020-03-07,New Hampshire,33,4,0,2020-03-02,5
368,2020-03-07,New Jersey,34,4,0,2020-03-04,3
369,2020-03-07,New York,36,89,0,2020-03-01,6
370,2020-03-07,North Carolina,37,2,0,2020-03-03,4
371,2020-03-07,Oklahoma,40,1,0,2020-03-06,1
372,2020-03-07,Oregon,41,6,0,2020-02-28,8
373,2020-03-07,Pennsylvania,42,4,0,2020-03-06,1
374,2020-03-07,Rhode Island,44,3,0,2020-03-01,6
375,2020-03-07,South Carolina,45,2,0,2020-03-06,1
376,2020-03-07,Tennessee,47,1,0,2020-03-05,2
377,2020-03-07,Texas,48,19,0,2020-02-12,24
378,2020-03-07,Utah,49,3,0,2020-02-25,11
379,2020-03-07,Vermont,50,1,0,2020-03-07,0
380,2020-03-07,Virginia,51,1,0,2020-03-07,0
381,2020-03-07,Washington,53,110,16,2020-01-21,46
382,2020-03-07,Wisconsin,55,1,0,2020-02-05,31
383,2020-03-08,Arizona,4,5,0,2020-01-26,42
384,2020-03-08,California,6,112,1,2020-01-25,43
385,2020-03-08,Colorado,8,8,0,2020-03-05,3
386,2020-03-08,Connecticut,9,1,0,2020-03-08,0
387,2020-03-08,District of Columbia,11,1,0,2020-03-07,1
388,2020-03-08,Florida,12,13,2,2020-03-01,7
389,2020-03-08,Georgia,13,11,0,2020-03-02,6
390,2020-03-08,Hawaii,15,2,0,2020-03-06,2
391,2020-03-08,Illinois,17,7,0,2020-01-24,44
392,2020-03-08,Indiana,18,2,0,2020-03-06,2
393,2020-03-08,Iowa,19,3,0,2020-03-08,0
394,2020-03-08,Kansas,20,1,0,2020-03-07,1
395,2020-03-08,Kentucky,21,4,0,2020-03-06,2
396,2020-03-08,Maryland,24,5,0,2020-03-05,3
397,2020-03-08,Massachusetts,25,28,0,2020-02-01,36
398,2020-03-08,Minnesota,27,2,0,2020-03-06,2
399,2020-03-08,Missouri,29,1,0,2020-03-07,1
400,2020-03-08,Nebraska,31,16,0,2020-02-17,20
401,2020-03-08,Nevada,32,4,0,2020-03-05,3
402,2020-03-08,New Hampshire,33,4,0,2020-03-02,6
403,2020-03-08,New Jersey,34,6,0,2020-03-04,4
404,2020-03-08,New York,36,106,0,2020-03-01,7
405,2020-03-08,North Carolina,37,2,0,2020-03-03,5
406,2020-03-08,Oklahoma,40,1,0,2020-03-06,2
407,2020-03-08,Oregon,41,13,0,2020-02-28,9
408,2020-03-08,Pennsylvania,42,6,0,2020-03-06,2
409,2020-03-08,Rhode Island,44,3,0,2020-03-01,7
410,2020-03-08,South Carolina,45,6,0,2020-03-06,2
411,2020-03-08,Tennessee,47,3,0,2020-03-05,3
412,2020-03-08,Texas,48,23,0,2020-02-12,25
413,2020-03-08,Utah,49,3,0,2020-02-25,12
414,2020-03-08,Vermont,50,1,0,2020-03-07,1
415,2020-03-08,Virginia,51,2,0,2020-03-07,1
416,2020-03-08,Washington,53,141,19,2020-01-21,47
417,2020-03-08,Wisconsin,55,1,0,2020-02-05,32
418,2020-03-09,Arizona,4,6,0,2020-01-26,43
419,2020-03-09,California,6,172,2,2020-01-25,44
420,2020-03-09,Colorado,8,12,0,2020-03-05,4
421,2020-03-09,Connecticut,9,2,0,2020-03-08,1
422,2020-03-09,District of Columbia,11,4,0,2020-03-07,2
423,2020-03-09,Florida,12,14,2,2020-03-01,8
424,2020-03-09,Georgia,13,17,0,2020-03-02,7
425,2020-03-09,Hawaii,15,2,0,2020-03-06,3
426,2020-03-09,Illinois,17,11,0,2020-01-24,45
427,2020-03-09,Indiana,18,4,0,2020-03-06,3
428,2020-03-09,Iowa,19,8,0,2020-03-08,1
429,2020-03-09,Kansas,20,1,0,2020-03-07,2
430,2020-03-09,Kentucky,21,5,0,2020-03-06,3
431,2020-03-09,Louisiana,22,1,0,2020-03-09,0
432,2020-03-09,Maryland,24,6,0,2020-03-05,4
433,2020-03-09,Massachusetts,25,41,0,2020-02-01,37
434,2020-03-09,Minnesota,27,2,0,2020-03-06,3
435,2020-03-09,Missouri,29,1,0,2020-03-07,2
436,2020-03-09,Nebraska,31,16,0,2020-02-17,21
437,2020-03-09,Nevada,32,4,0,2020-03-05,4
438,2020-03-09,New Hampshire,33,4,0,2020-03-02,7
439,2020-03-09,New Jersey,34,11,0,2020-03-04,5
440,2020-03-09,New York,36,142,0,2020-03-01,8
441,2020-03-09,North Carolina,37,7,0,2020-03-03,6
442,2020-03-09,Ohio,39,3,0,2020-03-09,0
443,2020-03-09,Oklahoma,40,1,0,2020-03-06,3
444,2020-03-09,Oregon,41,13,0,2020-02-28,10
445,2020-03-09,Pennsylvania,42,10,0,2020-03-06,3
446,2020-03-09,Rhode Island,44,3,0,2020-03-01,8
447,2020-03-09,South Carolina,45,7,0,2020-03-06,3
